#ACoolDataset - List of Active
﻿LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000311616-0001-9,BEAD SOURCE INC,,7047 RESEDA BLVD,RESEDA,91335-4209,7047 RESEDA 91335-4209,,,,451130,"Sewing, needlework, & piece goods stores",3,02/01/1996,,"(34.1987, -118.536)"
0000311641-0001-7,DIANA G SMITH,,8749 WINNETKA AVENUE,WINNETKA,91306-1145,8749 WINNETKA 91306,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",12,05/14/1980,,"(34.2292, -118.571)"
0000311713-0001-3,RICHARD P CAIN MD INC,,5525 ETIWANDA AVENUE #217,TARZANA,91356-6120,5525 ETIWANDA 91356-6120,,,,621111,Offices of physicians (except mental health specialists),3,04/01/1980,,"(34.1705, -118.5308)"
0000311718-0001-6,CIMARRON SIGN SERVICES INC,CIMARRON DIVERSIFIED,21360 DEERING COURT,CANOGA PARK,91304-5017,21360 DEERING 91304-5017,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",3,05/14/1980,,"(34.2171, -118.596)"
0000311726-0001-1,STEPHEN H COOPER MD INC,,18399 VENTURA BLVD #248,TARZANA,91356-6404,18399 VENTURA 91356-6404,,,,621111,Offices of physicians (except mental health specialists),3,05/12/1980,,"(34.1678, -118.5335)"
0000311763-0001-1,SALAMANDER FIRE PROTECTION INC,SALAMANDER FIRE PROTECTION,6103 TYRONE AVENUE,VAN NUYS,91401-3425,6103 TYRONE 91401-3425,,,,235210,Painting and Wall Covering Contractors (1997 NAICS),6,01/01/1996,,"(34.1809, -118.4443)"
0000311765-0001-1,E H BUTLAND CORP,,6100 YOLANDA AVENUE,TARZANA,91335-0817,6100 YOLANDA 91335-0817,,,,233220,Multifamily Housing Construction (1997 NAICS),3,05/19/1980,,"(34.1807, -118.5403)"
0000311768-0001-4,"MAECO MOTORSPORT, LLC",MAECO AUTOMOBILE/FOURWHEEL DRIVE CENTER,18306 EDDY STREET,NORTHRIDGE,91325-3314,18306 EDDY 91325-3314,,,,452000,General merchandise stores,12,05/09/1980,,"(34.2275, -118.5318)"
0000311780-0001-5,P R G INVESTMENT FUND LTD,P R G INVESTMENTS WEST,18040 SHERMAN WAY,RESEDA,91335-4631,18040 SHERMAN 91335-4631,9454 WILSHIRE BLVD #220,BEVERLY HILLS,90212-2903,531100,Lessors of real estate (including mini warehouses & self-storage units),3,03/17/1997,,"(34.201, -118.5261)"
0000311790-0002-7,NGOC TRAN/THANH VINH,CREATIVE SALON SPA,16134 NORDHOFF STREET UNIT #A,NORTH HILLS,91343-3052,16134 NORDHOFF 91343-3052,,,,,,12,01/01/2005,,"(34.2356, -118.4837)"
0000311795-0001-1,ERNIE/WANDA LEVY,,14540 HAMLIN STREET,VAN NUYS,91411-1626,14540 HAMLIN 91411-1626,,,,,,6,01/01/1996,,
0000311846-0002-4,ROGELIO W PAREDES,,11040 LORNE STREET UNIT #177,SUN VALLEY,91352-3974,11040 LORNE 91352-3974,,,,,,6,04/13/2003,,"(34.2175, -118.3711)"
0000311854-0001-1,DELTA HI-TECH INC,DELTA HI TECH,9600 DE SOTO AVENUE,CHATSWORTH,91311-5012,9600 DE SOTO 91311-5012,,,,332000,Fabricated metal product mfg.,12,05/19/1980,,"(34.2447, -118.5885)"
0000311887-0002-3,SHIN HWAN KANG,MAGIC STEP / SHOE TIME,8401 VAN NUYS BLVD #11,PANORAMA CITY,91402-3338,8401 VAN NUYS 91402-3338,,,,,,6,06/01/2012,,"(34.2237, -118.4488)"
0000311925-0001-2,DRIVER SAFETY SCHOOLS INC,LAFFS & COMEDY TVS #0123,6740 KESTER AVENUE #206,VAN NUYS,91405-4564,6740 KESTER 91405-4564,1223 WILSHIRE BLVD SUITE #473,SANTA MONICA,90403-5400,,,6,07/01/1980,,"(34.1929, -118.4574)"
0000311937-0001-5,"JEFFREY A KLITZNER, DANA B KLITZNER",SWEET PEAS,5701 FAIRHAVEN AVENUE,WOODLAND HILLS,91367-3928,5701 FAIRHAVEN 91367-3928,7612 LINLEY LANE,CANOGA PARK,91304-5224,561500,Travel arrangement & reservation services,3,01/01/1996,,"(34.1731, -118.658)"
0000311958-0001-7,MAXIMO ROBLES,,14655 HAMLIN STREET,VAN NUYS,91411-1610,14655 HAMLIN 91411-1610,POST OFFICE BOX #3251,VAN NUYS,91407-3251,561730,Landscaping services,6,02/06/1996,,"(34.1886, -118.452)"
0000311968-0001-1,WILLIAM H DOWNS,WILLIAM H DOWNS CPA,13701 RIVERSIDE DRIVE #400,SHERMAN OAKS,91423-2448,13701 RIVERSIDE 91423-2448,,,,,,4,01/01/1981,,"(34.1576, -118.4313)"
0000311987-0001-3,EUGENE A. RUDOLPH,EUGENE A RUDOLPH ATTORNEY AT LAW,4881 TOPANGA CANYON BLVD ##222,WOODLAND HILLS,91364-4245,4881 TOPANGA CANYON 91364-4245,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),3,05/01/1978,,"(34.1565, -118.6058)"
0000311990-0001-5,"AMPLITEX WIRELESS, INC",AMPLI-TEX,14026 VAN NUYS BLVD,ARLETA,91331-4539,14026 VAN NUYS 91331-4539,POST OFFICE BOX #921357,SYLMAR,91392-1357,453210,Office supplies & stationery stores,6,01/01/1996,,"(34.2541, -118.4385)"
0000312000-0001-6,BRUCE A PACAL,,17109 MCCORMICK STREET,ENCINO,91316-2639,17109 MCCORMICK 91316-2639,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),5,01/01/1996,,"(34.1658, -118.5056)"
0000312001-0001-1,ALBERT J/BEVERLY M/TIFFANY A/KARYN M/ERICA R PACAL,THE IMPACT ZONE GROUP,5752 LARRYAN DRIVE,WOODLAND HILLS,91367-4040,5752 LARRYAN 91367-4040,POST OFFICE BOX #3552,PARK CITY,84060-3552,531100,Lessors of real estate (including mini warehouses & self-storage units),3,02/07/1996,,"(34.176, -118.6479)"
0000312012-0001-9,EDUCATIONAL SERVICES FOR COMMUNITY SCHOOLS INC,,8212 LOUISE AVENUE,NORTHRIDGE,91325-4450,8212 LOUISE 91325-4450,17216 SATICOY STREET #332,VAN NUYS,91406-2103,611000,"Educational services (including schools, colleges, & universities)",6,01/01/1996,,"(34.2197, -118.5098)"
0000312069-0001-9,SONIA G ROCHA,,8051 CANBY AVENUE UNIT #6,RESEDA,91335-1385,8051 CANBY 91335-1385,,,,,,12,01/31/1996,,"(34.2163, -118.5344)"
0000312093-0001-2,JULIA R VALDEZ,PETRITA,5443 SATSUMA AVENUE,NORTH HOLLYWOOD,91601-2838,5443 SATSUMA 91601-2838,2828 WYNWOOD LANE,LOS ANGELES,90023-4804,442110,Furniture stores,2,02/01/1996,,"(34.1698, -118.3675)"
0000312099-0001-0,ALAN STEINFELD INC,,4136 GREENBUSH AVENUE,SHERMAN OAKS,91423-4306,4136 GREENBUSH 91423-4306,,,,,,4,04/30/1992,,"(34.1449, -118.426)"
0000312236-0001-1,JOSEPH AMOROSO,WARNER CENTER SELF STORAGE NORTH,6411 DE SOTO AVENUE,WOODLAND HILLS,91367-2606,6411 DE SOTO 91367-2606,27200 AGOURA ROAD ##201,CALABASAS,91301-5138,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",3,03/01/1996,,"(34.1863, -118.5884)"
0000312252-0001-0,GLYPHIX STUDIO INC,,6964 SHOUP AVENUE,WEST HILLS,91307-2652,6964 SHOUP 91307-2652,,,,541400,"Specialized design services (including interior, industrial, graphic, & fashion design)",3,10/01/1995,,"(34.1968, -118.6146)"
0000312255-0001-3,DEAN R/MATTHEW G CRIPPEN,BLACKJACK ENTERTAINMENT,7438 OWENSMOUTH AVENUE,CANOGA PARK,91303-1333,7438 OWENSMOUTH 91303-1333,20541 RODAX STREET,WINNETKA,91306-1530,532210,Consumer electronics & appliances rental,3,05/01/1996,,"(34.2053, -118.6015)"
0000312258-0001-7,THE BMW INDEPENDENT WORKSHOP INC,BAVARIAN WORKSHOP,23710 VANOWEN STREET,WEST HILLS,91307-3029,23710 VANOWEN 91307-3029,,,,452000,General merchandise stores,12,01/31/1996,,"(34.1932, -118.6428)"
0000312260-0001-4,EARTH ISLAND /C,,9201 OWENSMOUTH AVENUE,CHATSWORTH,91311-5854,9201 OWENSMOUTH 91311-5854,POST OFFICE BOX #9400,CANOGA PARK,91309-0400,424400,Grocery & related products,12,05/27/1988,,"(34.2369, -118.6018)"
0000312263-0001-8,JOSEPH/JULIE CHAVES,DRINKING WATER DEPOT,20119 SATICOY STREET,WINNETKA,91306-2506,20119 SATICOY 91306-2506,,,,445290,Home furnishings stores,3,06/30/1996,,"(34.2083, -118.5715)"
0000312273-0001-1,DANIEL H WISEMAN MD,,6833 KATHERINE AVENUE,VAN NUYS,91405-4040,6833 KATHERINE 91405-4040,,,,,,6,01/01/1996,,"(34.1944, -118.4432)"
0000312279-0001-9,CARLOS LUCIO PASSALACO,THE WESTCOURT GROUP,15238 LEADWELL STREET,VAN NUYS,91405-1735,15238 LEADWELL 91405-1735,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),6,07/15/1998,,"(34.2039, -118.4648)"
0000312289-0002-1,KAREN SOMMERS,,5660 SALOMA AVENUE,SHERMAN OAKS,91411-3239,5660 SALOMA 91411-3239,,,,541400,"Specialized design services (including interior, industrial, graphic, & fashion design)",4,01/01/2011,,"(34.1738, -118.4585)"
0000312291-0001-0,THE FRANCES GROUP CORP,,21202 COSTANSO STREET,WOODLAND HILLS,91364-2034,21202 COSTANSO 91364-2034,,,,531210,Offices of real estate agents & brokers,3,06/01/1997,,"(34.1663, -118.5948)"
0000312305-0001-3,HARRY BANJARJIAN,,7782 SAN FERNANDO ROAD,SUN VALLEY,91352-4352,7782 SAN FERNANDO 91352-4352,1300 JOLETTE AVENUE,GRANADA HILLS,91344,,,2,05/01/1998,,"(34.2132, -118.3595)"
0000312309-0001-1,DENIS J HANSEN,,9042 OWENSMOUTH AVENUE,CANOGA PARK,91304-1416,9042 OWENSMOUTH 91304-1416,11821 BABBITT AVENUE,GRANADA HILLS,91344-2440,531100,Lessors of real estate (including mini warehouses & self-storage units),3,01/01/1987,,"(34.235, -118.6016)"
0000312311-0001-9,"RANDALL H SENTER,TR ET AL",SENTER FAMILY TRUSTS,22171 MARYLEE STREET,WOODLAND HILLS,91367-4518,22171 MARYLEE 91367-4518,8451 UTICA DRIVE,LOS ANGELES,90046-7717,531100,Lessors of real estate (including mini warehouses & self-storage units),3,02/14/1991,,"(34.1763, -118.6099)"
0000312314-0001-2,NATALIE LEVY,,6636 VARIEL AVENUE,CANOGA PARK,91303-2808,6636 VARIEL 91303-2808,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),3,05/15/1995,,"(34.1905, -118.5928)"
0000312317-0001-6,HERMAN BLOSS,ETON APARTMENTS,6900 DEERING AVENUE,CANOGA PARK,91303-2172,6900 DEERING 91303-2172,6926 DEERING AVENUE,CANOGA PARK,91303-2104,531100,Lessors of real estate (including mini warehouses & self-storage units),3,01/11/1993,,"(34.1956, -118.5964)"
0000312334-0001-0,NORBERTO CUSINATO/ALBERTO NICOSIA,,20400 PRAIRIE STREET,CHATSWORTH,91311-8129,20400 PRAIRIE 91311-8129,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),12,01/01/1991,,"(34.2391, -118.5776)"
0000312372-0002-3,DANIEL MONETTE,DANIEL MONETTE CONSTRUCTION,16759 GRESHAM STREET,NORTHRIDGE,91343-4546,16759 GRESHAM 91343-4546,,,,,,12,06/16/2006,,"(34.2302, -118.4977)"
0000312383-0001-3,CHUCK CHO LE,GREENWAY LANDSCAPING,7354 FULLBRIGHT AVENUE,WINNETKA,91306-3116,7354 FULLBRIGHT 91306-3116,7354 FULLBRIGHT AVENUE,WINNETKA,91306-3116,541320,Landscape architecture services,3,03/06/1996,,"(34.2037, -118.5776)"
0000312401-0001-3,GRB CORP,HIGH POINT PROD INC/AARDVARK POST INC/GRB ENTERTAINMENT,13400 RIVERSIDE DRIVE #300,SHERMAN OAKS,91423-2546,13400 RIVERSIDE 91423-2546,,,,512100,Motion picture & video industries (except video rental),4,01/01/1988,,"(34.1576, -118.4248)"
0000312405-0001-1,JONATHAN/LAURA SUCHITE,,8925 SEPULVEDA BLVD,NORTH HILLS,91343-4300,8925 SEPULVEDA 91343-4300,POST OFFICE BOX #2400,AGOURA HILLS,91376-2400,531100,Lessors of real estate (including mini warehouses & self-storage units),7,11/25/1992,,"(34.2323, -118.4677)"
0000312406-0001-6,PACIFIC/YOUNGMAN-WOODLAND HILLS,,21500 VICTORY BLVD,WOODLAND HILLS,91367-2423,21500 VICTORY 91367-2423,POST OFFICE BOX #3060,NEWPORT BEACH,92658-9023,531100,Lessors of real estate (including mini warehouses & self-storage units),3,04/01/1987,,"(34.188, -118.5996)"
0000312420-0001-6,"DIMITRI S DIMITRI & TAMARA DIMITRI, TRUST",,21314 LASSEN STREET,CHATSWORTH,91311-4254,21314 LASSEN 91311-4254,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),12,01/01/1994,,"(34.2499, -118.5959)"
0000312439-0001-1,KATHRYN OBRIEN,KING PELLEY PUBLUSHING,6641 MATILIJA AVENUE,VAN NUYS,91405-4816,6641 MATILIJA 91405-4816,,,,621399,Offices of all other miscellaneous health practitioners,2,04/01/2004,,"(34.1911, -118.4334)"
0000312443-0001-7,SUDESH K ARORA ET AL,OWENSMOUTH C2B LP,9340 OWENSMOUTH AVENUE,CHATSWORTH,91311-6915,9340 OWENSMOUTH 91311-6915,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),12,12/31/1994,,"(34.241, -118.6019)"
0000312455-0001-0,EDGAR LEMUS,EDCO PAINTING,14318 KILLION STREET,SHERMAN OAKS,91401-5108,14318 KILLION 91401-5108,,,,235210,Painting and Wall Covering Contractors (1997 NAICS),4,08/21/2002,,"(34.1707, -118.445)"
0000312509-0001-8,ADULT MEDICAL TRANSPORTATION INC,,7048 DARBY AVENUE,RESEDA,91335-4401,7048 DARBY 91335-4401,,,,,,3,05/01/1996,,"(34.1983, -118.5334)"
0000312559-0001-6,MOHAMMAD E S ELKADI,BEST QUALITY AUTO SALES,8553 SAN FERNANDO ROAD,SUN VALLEY,91352-3111,8553 SAN FERNANDO 91352-3111,,,,441110,New car dealers,6,04/07/1996,,"(34.2248, -118.3774)"
0000312574-0001-1,GEORGE T DAVIS,GTD ENTERPRISES / VALET PRODUCTS / MICROCOFF USA,12287 OSBORNE STREET #21,PACOIMA,91331-2020,12287 OSBORNE 91331-2020,POST OFFICE BOX #8542,MISSION HILLS,91346-8542,,,7,03/31/1996,,"(34.2666, -118.401)"
0000312580-0001-6,VAHAN GELEJIAN,APEX ACCOUNTING & INCOME TAX,18341 SHERMAN WAY SUITE #100,RESEDA,91335-4441,18341 SHERMAN 91335-4441,,,,,,3,03/26/1996,,"(34.2011, -118.5331)"
0000312581-0001-1,TRINIDAD VAZQUEZ,EVAS DOMESTIC A | EVAS DOMESTIC AGENCY,14435 SHERMAN WAY SUITE #204A,VAN NUYS,91405-6238,14435 SHERMAN 91405-6238,14435 SHERMAN WAY SUITE #204A,VAN NUYS,91405-6238,561720,Janitorial services,2,03/26/1996,,"(34.2012, -118.4474)"
0000312588-0001-2,SILVER ASH ENTERTAINMENT INC,,4521 SHERMAN OAKS AVENUE SUITE #1B,SHERMAN OAKS,91403-3807,4521 SHERMAN OAKS 91403-3807,,,,561500,Travel arrangement & reservation services,5,03/18/1996,,"(34.1529, -118.4692)"
0000312591-0001-4,NORA K HARARI AND JEANNETTE KEHELA,,21528 1/2 VENTURA BLVD FLOOR #2ND,WOODLAND HILLS,91364-1919,22657 MULHOLLAND 91364-4940,22657 MULHOLLAND DRIVE,WOODLAND HILLS,91364-4940,,,3,03/29/1996,,
0000312597-0001-1,CONSOLIDATED WATER TECHNOLOGIES,,11076 FLEETWOOD STREET,SUN VALLEY,91352-2708,11076 FLEETWOOD 91352-2708,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",6,03/28/1996,,"(34.2316, -118.3716)"
0000312599-0001-1,RIGOBERTO ARAGON / STEVE ARAGON,EDS CARPET SERVICE,20761 VANOWEN STREET APARTMENT #7,WINNETKA,91306-3728,20761 VANOWEN 91306-3728,,,,561740,Carpet & upholstery cleaning services,3,03/29/1996,,"(34.1937, -118.5851)"
0000312602-0001-4,GINA P KOWALEWSKY/ROBERT O THOMAS,FAMILY COMPLEMENT,22712 MICHALE STREET,WEST HILLS,91304-2242,22712 MICHALE 91304,,,,561500,Travel arrangement & reservation services,12,03/20/1996,,"(34.2267, -118.6215)"
0000312606-0001-2,LUIS A TIPACTI,TIPACTI INVESTMENT GROUP,14900 VENTURA BLVD #200,SHERMAN OAKS,91403-3471,14900 VENTURA 91403-3471,14900 VENTURA BLVD SUITE #200,SHERMAN OAKS,91403-3471,523900,Other financial investment activities (including investment advice),4,03/29/1996,,"(34.1523, -118.4574)"
0000312612-0001-8,HONEEDO THIS N THAT INC,,16626 ROSCOE PLACE,NORTH HILLS,91343-6105,16626 ROSCOE 91343-6105,,,,238340,Tile & terrazzo contractors,12,03/29/1996,,"(34.2212, -118.494)"
0000312613-0001-2,MARIE CARAMA-JAMGOTCHIAN,JJLA ASSOCIATES,13701 RIVERSIDE DRIVE #512,SHERMAN OAKS,91423-2448,13701 RIVERSIDE 91423-2448,,,,541400,"Specialized design services (including interior, industrial, graphic, & fashion design)",4,03/01/1996,,"(34.1576, -118.4313)"
0000312654-0002-0,MARILUZ GONZALEZ,MARILUZ FLOWERS SHOP,11400 VANOWEN STREET,NORTH HOLLYWOOD,91605-6218,11400 VANOWEN 91605-6218,,,,812990,All other personal services,2,06/15/2009,,"(34.1939, -118.379)"
0000312662-0001-6,GEORGE TENEKJIAN,BLUE J TRADING CO,16134 COHASSET STREET,VAN NUYS,91406-2909,16134 COHASSET 91406-2909,,,,424300,"Apparel, piece goods, & notions",6,04/09/1996,,"(34.2066, -118.4844)"
0000312676-0001-8,STEVE DENBESTEN,CMS CONSTRUCTION,22048 SHERMAN WAY #313,CANOGA PARK,91303-3014,22048 SHERMAN 91303-3014,800 S PACIFIC COAST HIGHWAY #8426,REDONDO BEACH,90277-4783,233210,Single Family Housing Construction (1997 NAICS),3,04/09/1996,,"(34.201, -118.607)"
0000312678-0001-7,DOMINGO POROJ,,6852 RADFORD AVENUE,NORTH HOLLYWOOD,91605-6038,6852 RADFORD 91605-6038,,,,,,2,04/20/1996,,"(34.195, -118.3921)"
0000312699-0001-9,JOAQUIN C MALAGON,GLEN'S AUTO PARTS,9939 SAN FERNANDO ROAD,PACOIMA,91331-2606,9939 SAN FERNANDO 91331-2606,,,,423100,Motor vehicle & motor vehicle parts & supplies,7,04/15/1996,,"(34.2509, -118.406)"
0000312717-0001-9,JOSE A RINCON,RINCON PLUMBING,22039 GRESHAM STREET,WEST HILLS,91304-1322,22039 GRESHAM 91304-1322,,,,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",12,04/11/1996,,"(34.2302, -118.6073)"
0000312727-0001-2,ANDRES CANTABRANA SANDOVAL,ANDRES' TIRE SERVICE,10001 SAN FERNANDO ROAD,PACOIMA,91331-2610,10001 SAN FERNANDO 91331-2610,,,,452000,General merchandise stores,7,04/12/1996,,"(34.2519, -118.4071)"
0000312732-0001-3,Y C INC,CALIFORNIA WOK OF ENCINO,16656 VENTURA BLVD,ENCINO,91436-1918,16656 VENTURA 91436-1918,,,,722110,Full-service restaurants,5,04/15/1996,,"(34.1581, -118.4962)"
0000312739-0001-5,HIEN T NGUYEN,NAILS BY HIEN,18458 1/2 CLARK STREET,TARZANA,91356-3549,18458 CLARK 91356-3549,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),3,05/01/1996,,"(34.1697, -118.5348)"
0000312753-0002-3,FRANKIE A FONTANA JR,,10158 HANNA AVENUE,CHATSWORTH,91311-2815,10158 HANNA 91311-2815,,,,812990,All other personal services,12,01/01/2006,,"(34.2548, -118.6078)"
0000312769-0001-6,THE WEST VALLEY COMMUNITY DEVELOPMENT CORP,,7210 JORDAN AVENUE #A47,CANOGA PARK,91303-1223,7210 JORDAN 91303-1223,,,,561110,Office administrative services,3,04/10/1996,,"(34.2012, -118.6028)"
0000312776-0001-6,MYRON REICHERT/HOWARD BRIGHAM ET AL,CONTINENTAL MOBILE HOUSING,15455 GLENOAKS BLVD,SYLMAR,91342-1360,15455 GLENOAKS 91342-1360,POST OFFICE BOX #4098,FULLERTON,92834-4098,561110,Office administrative services,7,01/01/1980,,"(34.3228, -118.4693)"
0000312783-0001-6,BABKEN YEDIGARYAN,MORDERN RADIATOR SPECIALISTS,11234 TUXFORD STREET #D,SUN VALLEY,91352-2656,11234 TUXFORD 91352-2656,6912 SHADYGROVE STREET,TUJUNGA,91042-3144,452000,General merchandise stores,6,05/01/1996,,"(34.2312, -118.3758)"
0000312787-0001-4,PRIORITY COLLECTIONS INC,,21818 CRAGGY VIEW STREET UNIT #201,CHATSWORTH,91311-2952,21818 CRAGGY VIEW 91311-2952,21818 CRAGGY VIEW STREET #201,CHATSWORTH,91311-2952,561440,Collection agencies,12,05/01/1996,,"(34.2554, -118.6048)"
0000312788-0001-9,HAMID PAKZAD,H P SAFE & LOCK,22900 LEADWELL STREET,WEST HILLS,91307-2119,22900 LEADWELL 91307-2119,,,,,,12,05/01/1996,,"(34.2034, -118.6261)"
0000312797-0001-8,SOFIA LEVINSON,SOFIA WAXING & FACIALS,18733 VENTURA BLVD,TARZANA,91356-3302,18733 VENTURA 91356-3302,23760 LUND STREET,WOODLAND HILLS,91367-5838,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",3,06/01/1980,,"(34.1709, -118.5414)"
0000312817-0001-7,ROMAN KATS,R APPLIANCE SERVICES,11040 LORNE STREET #238,SUN VALLEY,91352-3976,11040 LORNE 91352-3976,,,,561500,Travel arrangement & reservation services,6,04/11/1996,,"(34.2175, -118.3711)"
0000312822-0001-8,SAN FERNANDO VALLEY CHAPTER OF THE NINETY-NINES INC,,18316 DONMETZ STREET,NORTHRIDGE,91326-2517,18316 DONMETZ 91326,POST OFFICE BOX #7142,VAN NUYS,91409-7142,541600,"Management, scientific, & technical consulting services",12,01/01/1997,,"(34.2736, -118.5329)"
0000312829-0001-0,STEVE E ACHTERBERG,SHEARCUTS,16910 PARTHENIA STREET,NORTHRIDGE,91343-4506,16910 PARTHENIA 91343-4506,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),12,03/01/1996,,"(34.2284, -118.5001)"
0000312833-0001-6,DALIDA A SORFAZIAN,SALON D'SHAUNTAL,18028 VENTURA BLVD,ENCINO,91316-3516,18028 VENTURA 91316-3516,18028 VENTURA BLVD,ENCINO,91316-3516,,,5,04/22/1996,,"(34.1648, -118.5254)"
0000312837-0001-4,KIM R QUEST,QUEST'S NEW ORLEANS SHAVED ICE,11913 RUNNYMEDE STREET UNIT #4,NORTH HOLLYWOOD,91605-3157,11913 RUNNYMEDE 91605-3157,,,,,,2,04/22/1996,,"(34.2057, -118.3924)"
0000312872-0002-4,LEE H BENSON,,11635 PASEO ROBLES AVENUE,GRANADA HILLS,91344-,11635 PASEO ROBLES 91344,POST OFFICE BOX #7805,PORTER RANCH,91327-7805,541990,"All other professional, scientific, & technical services",0,10/01/2009,,"(0, 0)"
0000312886-0001-8,JOSEPH MARASCO/MICHAEL SONDERMANN/DOUGLAS RING,VILLAGE POINTE APARTMENTS/VPR PARTNERS,17171 ROSCOE BLVD,NORTHRIDGE,91325-4060,17171 ROSCOE 91325-4060,6601 CENTER DRIVE W SUITE #600,LOS ANGELES,90045-1577,531100,Lessors of real estate (including mini warehouses & self-storage units),12,12/28/1995,,"(34.2214, -118.5055)"
0000312934-0001-9,RICARDO PEREZ,,12945 MONTAGUE STREET,ARLETA,91331-4144,12945 MONTAGUE 91331-4144,,,,561730,Landscaping services,7,01/01/1995,,"(34.2454, -118.4142)"
0000312942-0001-3,GIBSON LAW PC,,21031 VENTURA BLVD SUITE #1006,WOODLAND HILLS,91364-2203,21031 VENTURA 91364-2203,21031 VENTURA BLVD SUITE #100,WOODLAND HILLS,91364-2208,541100,Legal services,3,02/01/1995,,"(34.1667, -118.5914)"
0000313034-0001-2,RHONDA GLOWALLA,,16055 VENTURA BLVD SUITE #805,ENCINO,91436-2637,16055 VENTURA 91436-2637,16055 VENTURA BLVD SUITE #805,ENCINO,91436-2637,621111,Offices of physicians (except mental health specialists),5,06/30/1995,,"(34.1562, -118.4826)"
0000313068-0001-1,RAFIK LATIF MD AMC,,18250 ROSCOE BLVD #330,NORTHRIDGE,91325-4281,18250 ROSCOE 91325-4281,,,,621111,Offices of physicians (except mental health specialists),12,06/01/1980,,"(34.2208, -118.5305)"
0000313081-0001-7,ACCU GRINDING INC,ACCU GRINDING/WEST COAST TOOL PRODUCTS,8516 SAN FERNANDO ROAD,SUN VALLEY,91352-3110,8516 SAN FERNANDO 91352-3110,,,,423990,Other miscellaneous durable goods,6,06/02/1980,,"(34.2246, -118.3763)"
0000313104-0001-0,CASCO CIRCUITS INC,,10039 CANOGA AVENUE #D,CHATSWORTH,91311-3004,10039 CANOGA 91311-3004,10039 CANOGA AVENUE UNIT #D,CHATSWORTH,91311-3004,423600,Electrical & electronic goods,12,02/20/1996,,"(34.2527, -118.5972)"
0000313109-0001-2,HOWARD/MELVIN ADER,BUENA VISTA CAR WASH/ADER ENTERPRISES,8639 RESEDA BLVD,NORTHRIDGE,91324-4035,8639 RESEDA 91324-4035,6279 VARIEL AVENUE #A,WOODLAND HILLS,91367-2589,454210,Vending machine operators,12,05/27/1980,,"(34.2276, -118.5361)"
0000313134-0001-1,DOR FREEDMAN DOR & DOW ACCOUNTANCY CORP,,16633 VENTURA BLVD #913,ENCINO,91436-1849,16633 VENTURA 91436-1849,,,,541219,Other accounting services,5,01/01/1996,,"(34.158, -118.496)"
0000313170-0001-7,CHARLENE HAGENDORF,,14202 VENTURA BLVD,SHERMAN OAKS,91423-2715,14202 VENTURA 91423-2715,4733 RADFORD AVENUE #3,N HOLLYWOOD,91607-4084,812113,Nail salons,4,07/01/1980,,"(34.1498, -118.4422)"
0000313243-0001-8,MIRIAM A CRICCA,,6434 PLATT AVENUE,WEST HILLS,91307-3216,6434 PLATT 91307-3216,5871 MUIR STREET,SIMI VALLEY,93063-3676,812113,Nail salons,12,06/03/1980,,"(34.1871, -118.6427)"
0000313305-0002-9,ANN R SAYRE,,10021 GIERSON AVENUE,CHATSWORTH,91311-2753,10021 GIERSON 91311-2753,,,,423990,Other miscellaneous durable goods,12,10/21/2007,,"(34.2518, -118.6114)"
0000313311-0001-6,GSSK INC,,21730 NORDHOFF STREET,CHATSWORTH,91311-5826,21730 NORDHOFF 91311-5826,9800 TOPANGA CANYON BLVD #D,CHATSWORTH,91311-4000,,,3,02/16/1996,,"(34.2354, -118.6021)"
